latitude,longitude,altitude,geometry,ACCOUNT,ACREAGE,CONDO_FLAG,COUNTY,DMG_LEVEL,FIPS,HCAD_NUM,IMPROVEMEN,IN_DEPTH,KEY_MAP,LAND_USE_C,LAND_USE_D,LAND_VALUE,LATITUDE,LONGITUDE,LocAddr,LocName,LocNum,MAIL_CITY,MAIL_STATE,MAIL_ZIP,NEIGHBORHO,NEIGHBOR_1,NEW_CONSTR,OBJECTID,OBJECTID_2,PERIMETER,SCHOOL_DIS,Shape_Le_1,Shape_Leng,Shape_area,Shape_len,TAX_YEAR,TOTAL_APPR,TOTAL_BUIL,TOTAL_LAND,TOTAL_MARK,TOTAL_RCN_,UNITS,UNIT_PRICE,UNIT_TYPE,WTSHNAME,WTSHUNIT,YR_IMPR,city,cohgis_COU,index_right
29.8356,-95.6572,,Point,1095680000001,.1446,0,Harris,AFF,48201,1095680000001,92567,0.00273132324219,447H,1001,Res Improved Table Value,23400,29.8356,-95.6572,4303 KEVINKAY DR,KEVINKAY,4303,HOUSTON,TX,77084-3309,2900.00,19038,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,91205,1488,6300,115967,155957,5800.0000,4.00,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.842,-95.6361,,Point,1094590000040,.2122,0,Harris,MIN,48201,1094590000040,137136,2.25371551514,448B,1001,Res Improved Table Value,25325,29.842,-95.6361,4623 THISTLECROFT DR,THISTLECROFT,4623,HOUSTON,TX,77084-3642,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,162461,2099,9243,162461,212454,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8398,-95.64,,Point,1068430000015,.1860,0,Harris,MIN,48201,1068430000015,142040,3.15189361572,448E,1001,Res Improved Table Value,24949,29.8398,-95.64,4510 TURF VALLEY DR,TURF VALLEY,4510,HOUSTON,TX,77084-3538,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,170942,2058,8103,170942,200056,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8414,-95.6366,,Point,1068480000018,.1707,0,Harris,MIN,48201,1068480000018,141495,2.61150360107,448B,1001,Res Improved Table Value,24542,29.8414,-95.6366,4614 BIRCH CV,BIRCH,4614,HOUSTON,TX,77084-3603,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,166037,2141,7437,166037,217684,7437.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8402,-95.6397,,Point,1068430000022,.2037,0,Harris,MIN,48201,1068430000022,135586,2.807762146,448E,1001,Res Improved Table Value,25202,29.8402,-95.6397,4519 CLOUDMOUNT DR,CLOUDMOUNT,4519,HOUSTON,TX,77084-3509,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,166525,2476,8870,166525,208594,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8313,-95.6524,,Point,1142710020018,.1446,0,Harris,MIN,48201,1142710020018,116116,2.22018432617,447H,1001,Res Improved Table Value,22050,29.8313,-95.6524,16610 PARK SCOT DR,PARK SCOT,16610,HOUSTON,TX,77064-5309,2897.00,19038,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,138489,2153,6300,138489,187284,6300.0000,3.50,SF,ADDICKS RESERVOIR,U,1979,HOUSTON,0,0
29.84,-95.6396,,Point,1068430000021,.1934,0,Harris,MIN,48201,1068430000021,127908,2.56301116943,448E,1001,Res Improved Table Value,25055,29.84,-95.6396,4515 CLOUDMOUNT DR,CLOUDMOUNT,4515,HOUSTON,TX,77084-3509,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,157369,2027,8424,157369,196782,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8414,-95.6362,,Point,1094590000043,.1663,0,Harris,MIN,48201,1094590000043,128352,2.32033538818,448B,1001,Res Improved Table Value,24390,29.8414,-95.6362,4611 THISTLECROFT DR,THISTLECROFT,4611,CARSON,CA,90745-3434,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,156589,2157,7246,156589,197465,7246.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8398,-95.6335,,Point,1094580000046,.2748,0,Harris,MIN,48201,1094580000046,126059,2.93532562256,448F,1001,Res Improved Table Value,26225,29.8398,-95.6335,4507 SYLVAN GLEN DR,SYLVAN GLEN,4507,HOUSTON,TX,77084-3639,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,139002,2157,11969,156612,190999,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8392,-95.635,,Point,1094580000018,.1795,0,Harris,MIN,48201,1094580000018,114731,3.63955688477,448F,1001,Res Improved Table Value,24856,29.8392,-95.635,15626 PINE MOUNTAIN DR,PINE MOUNTAIN,15626,HOUSTON,TX,77084-3627,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,139587,1655,7820,139587,176509,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.84,-95.6349,,Point,1094580000004,.1940,0,Harris,MIN,48201,1094580000004,149993,2.75016021729,448F,1001,Res Improved Table Value,25063,29.84,-95.6349,15622 SANDY HILL DR,SANDY HILL,15622,HOUSTON,TX,77084-3633,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,179582,1894,8449,179582,208323,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8408,-95.6397,,Point,1068430000025,.1916,0,Harris,MIN,48201,1068430000025,116971,2.12206268311,448E,1001,Res Improved Table Value,25029,29.8408,-95.6397,4531 CLOUDMOUNT DR,CLOUDMOUNT,4531,HOUSTON,TX,77084-3509,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,142000,2418,8344,142000,207965,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8421,-95.6364,,Point,1094590000039,.2042,0,Harris,MIN,48201,1094590000039,131243,2.31147003174,448B,1001,Res Improved Table Value,25209,29.8421,-95.6364,15711 LAUREL HEIGHTS DR,LAUREL HEIGHTS,15711,WALLIS,TX,77485-9114,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,156452,1780,8892,156452,201912,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8414,-95.6394,,Point,1068430000028,.1933,0,Harris,AFF,48201,1068430000028,141951,1.99951171875,448A,1001,Res Improved Table Value,25053,29.8414,-95.6394,4611 CLOUDMOUNT DR,CLOUDMOUNT,4611,HOUSTON,TX,77084-3511,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,167004,2146,8418,167004,218386,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8418,-95.6362,,Point,1094590000041,.2033,0,Harris,MIN,48201,1094590000041,131132,2.76078796387,448B,1001,Res Improved Table Value,25197,29.8418,-95.6362,4619 THISTLECROFT DR,THISTLECROFT,4619,HOUSTON,TX,77084-3642,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,165529,2020,8855,165529,201742,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8421,-95.6373,,Point,1094590000035,.2042,0,Harris,AFF,48201,1094590000035,136195,1.13665008545,448B,1001,Res Improved Table Value,25209,29.8421,-95.6373,15811 LAUREL HEIGHTS DR,LAUREL HEIGHTS,15811,HOUSTON,TX,77084-3620,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,170604,2226,8892,170604,209531,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8638,-95.6227,,Point,1185170010015,.1685,0,Harris,AFF,48201,1185170010015,159862,0.0979232788086,408U,1001,Res Improved Table Value,20356,29.8638,-95.6227,14014 STARDUST LN,STARDUST,14014,HOUSTON,TX,77041-6800,86.03,4040,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,180218,2167,7341,180218,182190,6600.0000,3.05,SF,ADDICKS RESERVOIR,U,1996,HOUSTON,0,0
29.8578,-95.6307,,Point,1190640020037,.1452,0,Harris,MIN,48201,1190640020037,155332,2.94813537598,408X,1001,Res Improved Table Value,24668,29.8578,-95.6307,5506 SADDLE BRED DR,SADDLE BRED,5506,HOUSTON,TX,77084-3149,83.01,4040,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,180000,2664,6325,180000,185817,6325.0000,3.90,SF,ADDICKS RESERVOIR,U,2002,HOUSTON,0,0
29.8373,-95.6403,,Point,1068410000070,.1952,0,Harris,MIN,48201,1068410000070,109669,4.08958435059,448E,1001,Res Improved Table Value,25080,29.8373,-95.6403,15919 MILL HOLLOW DR,MILL HOLLOW,15919,HOUSTON,TX,77084-3528,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,138596,1686,8500,138596,168722,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8438,-95.6395,,Point,1101260000061,.1964,0,Harris,AFF,48201,1101260000061,143336,0.414283752441,448A,1001,Res Improved Table Value,25097,29.8438,-95.6395,15910 TUMBLING RAPIDS DR,TUMBLING RAPIDS,15910,SCOTTSDALE,AZ,85255-7807,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,168433,2215,8553,168433,236199,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8374,-95.644,,Point,1124870000008,.1263,0,Harris,MIN,48201,1124870000008,91791,2.90518188477,448E,1001,Res Improved Table Value,23988,29.8374,-95.644,4335 ASPENGLEN DR,ASPENGLEN,4335,HOUSTON,TX,77084-3501,2903.00,19038,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,116518,1409,5500,116518,148050,5000.0000,4.75,SF,ADDICKS RESERVOIR,U,1979,HOUSTON,0,0
29.8461,-95.597,,Point,1187210020023,.2029,0,Harris,AFF,48201,1187210020023,357991,0.0827941894531,449A,1001,Res Improved Table Value,61606,29.8461,-95.597,5306 PEBBLE WAY LN,PEBBLE WAY,5306,SUGAR LAND,TX,77479-2934,85.07,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,429538,3131,8840,429538,441964,8840.0000,6.90,SF,ADDICKS RESERVOIR,U,1997,HOUSTON,0,0
29.8431,-95.6034,,Point,1182810020001,.2682,0,Harris,AFF,48201,1182810020001,358541,0.130165100098,448D,1001,Res Improved Table Value,88437,29.8431,-95.6034,12922 LAKE CENTER RUN CT,LAKE CENTER RUN,12922,HOUSTON,TX,77041-6859,84.09,4032,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,456060,3472,11682,456060,442643,10400.0000,8.40,SF,ADDICKS RESERVOIR,U,1996,HOUSTON,0,0
29.8477,-95.7075,,Point,1276020010018,.1188,0,Harris,AFF,48201,1276020010018,127523,0.657577514648,446D,1001,Res Improved Table Value,21477,29.8477,-95.7075,5039 RUSTLING BRANCH LN,RUSTLING BRANCH,5039,SCOTTSDALE,AZ,85261-4090,194.02,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,149000,1664,5175,149000,151949,5040.0000,4.25,SF,ADDICKS RESERVOIR,U,2006,KATY,0,0
29.8481,-95.7072,,Point,1276020010022,.1188,0,Harris,AFF,48201,1276020010022,124644,1.16647338867,446D,1001,Res Improved Table Value,21477,29.8481,-95.7072,5115 RUSTLING BRANCH LN,RUSTLING BRANCH,5115,PLAINSBORO,NJ,08536-3138,194.02,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,146121,1491,5175,146121,142417,5040.0000,4.25,SF,ADDICKS RESERVOIR,U,2006,KATY,0,0
29.8473,-95.7082,,Point,1268190010043,.1157,0,Harris,AFF,48201,1268190010043,144653,1.01486206055,446D,1001,Res Improved Table Value,21420,29.8473,-95.7082,5018 CYPRESS WILLOW DR,CYPRESS WILLOW,5018,KATY,TX,77449-2076,194.02,4054,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,137737,2179,5040,166073,165277,5040.0000,4.25,SF,ADDICKS RESERVOIR,U,2006,KATY,0,0
29.838,-95.644,,Point,1124870000013,.1263,0,Harris,MIN,48201,1124870000013,101464,2.63245391846,448E,1001,Res Improved Table Value,23988,29.838,-95.644,4419 ASPENGLEN DR,ASPENGLEN,4419,HOUSTON,TX,77084-3503,2903.00,19038,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,125452,1553,5500,125452,157560,5000.0000,4.75,SF,ADDICKS RESERVOIR,U,1979,HOUSTON,0,0
29.8401,-95.6372,,Point,1068440000017,.1924,0,Harris,MIN,48201,1068440000017,138817,3.22384643555,448F,1001,Res Improved Table Value,25040,29.8401,-95.6372,15806 SANDY HILL DR,SANDY HILL,15806,HOUSTON,TX,77084-3637,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,167704,2271,8378,167704,213564,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8735,-95.7297,,Point,1115040000003,.1848,0,Harris,AFF,48201,1115040000003,99059,0.670700073242,406P,1001,Res Improved Table Value,22017,29.8735,-95.7297,6631 LIBERTY VALLEY DR,LIBERTY VALLEY,6631,KATY,TX,77449-4204,1.00,4026,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,111247,1366,8050,121076,159773,6095.0000,3.50,SF,ADDICKS RESERVOIR,U,1980,KATY,0,0
29.8411,-95.6405,,Point,1068420000032,.1738,0,Harris,MIN,48201,1068420000032,130697,2.20784759521,448A,1001,Res Improved Table Value,24773,29.8411,-95.6405,4603 TURF VALLEY DR,TURF VALLEY,4603,HOUSTON,TX,77084-3612,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,156682,1901,7571,156682,201073,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8433,-95.6349,,Point,1118600000023,.2204,0,Harris,AFF,48201,1118600000023,125269,0.68724822998,448B,1001,Res Improved Table Value,25443,29.8433,-95.6349,15623 STONEY FORK DR,STONEY FORK,15623,HOUSTON,TX,77084-3660,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,156469,2211,9600,156469,202046,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1979,HOUSTON,0,0
29.8424,-95.6409,,Point,1101240000006,.1714,0,Harris,AFF,48201,1101240000006,152177,0.399032592773,448A,1001,Res Improved Table Value,24641,29.8424,-95.6409,4623 HICKORY DOWNS DR,HICKORY DOWNS,4623,HOUSTON,TX,77084-3521,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,176818,1966,7467,176818,200233,7467.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8414,-95.6387,,Point,1068440000002,.1907,0,Harris,AFF,48201,1068440000002,127646,1.89028167725,448A,1001,Res Improved Table Value,25016,29.8414,-95.6387,4622 CLOUDMOUNT DR,CLOUDMOUNT,4622,HOUSTON,TX,77084-3512,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,152662,1891,8307,152662,196378,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.8391,-95.6359,,Point,1068450000018,.1864,0,Harris,MIN,48201,1068450000018,144096,4.02100372314,448F,1001,Res Improved Table Value,24955,29.8391,-95.6359,15706 PINE MOUNTAIN DR,PINE MOUNTAIN,15706,HOUSTON,TX,77084-3629,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,172898,2390,8120,172898,221686,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8421,-95.6411,,Point,1101240000004,.1714,0,Harris,AFF,48201,1101240000004,123283,0.848472595215,448A,1001,Res Improved Table Value,24641,29.8421,-95.6411,4615 HICKORY DOWNS DR,HICKORY DOWNS,4615,HOUSTON,TX,77084-3521,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,147924,1919,7467,147924,205471,7467.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8426,-95.6365,,Point,1094600000019,.2032,0,Harris,AFF,48201,1094600000019,113878,0.930770874023,448B,1001,Res Improved Table Value,25196,29.8426,-95.6365,15714 LAUREL HEIGHTS DR,LAUREL HEIGHTS,15714,HOUSTON,TX,77084-3619,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,139700,1886,8850,143236,207050,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8446,-95.6374,,Point,1101260000074,.1423,0,Harris,AFF,48201,1101260000074,112677,1.33151245117,448B,1001,Res Improved Table Value,23934,29.8446,-95.6374,4751 HICKORY DOWNS DR,HICKORY DOWNS,4751,HOUSTON,TX,77084-3652,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,141067,1850,6199,141067,184716,6199.0000,3.30,SF,ADDICKS RESERVOIR,U,1978,HOUSTON,0,0
29.8757,-95.7296,,Point,1115020000016,.1767,0,Harris,AFF,48201,1115020000016,113948,0.489517211914,406P,1001,Res Improved Table Value,21895,29.8757,-95.7296,21003 CARMEL VALLEY DR,CARMEL VALLEY,21003,KATY,TX,77449-4201,1.00,4026,0,1,1,348266.802,04,348266.802311,348266.798985,3859573403.56,348266.801695,2017,119836,1528,7700,141432,147984,6095.0000,3.50,SF,ADDICKS RESERVOIR,U,1996,KATY,0,0
29.8403,-95.6352,,Point,1094580000064,.1901,0,Harris,MIN,48201,1094580000064,147115,2.29092407227,448F,1001,Res Improved Table Value,25007,29.8403,-95.6352,15627 TUMBLING RAPIDS DR,TUMBLING RAPIDS,15627,HOUSTON,TX,77084-3646,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,178799,2377,8280,180741,222902,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8402,-95.6401,,Point,1068430000013,.1931,0,Harris,MIN,48201,1068430000013,138146,2.49791717529,448E,1001,Res Improved Table Value,25050,29.8402,-95.6401,4518 TURF VALLEY DR,TURF VALLEY,4518,HOUSTON,TX,77084-3538,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,163196,2050,8410,163196,212533,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
29.844,-95.6385,,Point,1101260000067,.1610,0,Harris,AFF,48201,1101260000067,110654,0.00656127929688,448A,1001,Res Improved Table Value,24307,29.844,-95.6385,4723 HICKORY DOWNS DR,HICKORY DOWNS,4723,HOUSTON,TX,77084-3652,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,134961,1806,7015,134961,184423,7015.0000,3.30,SF,ADDICKS RESERVOIR,U,1977,HOUSTON,0,0
29.8373,-95.6408,,Point,1068400000001,.1900,0,Harris,MIN,48201,1068400000001,124702,3.45392608643,448E,1001,Res Improved Table Value,25006,29.8373,-95.6408,4331 HICKORY DOWNS DR,HICKORY DOWNS,4331,HOUSTON,TX,77084-3515,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,145625,1760,8277,149708,211360,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1976,HOUSTON,0,0
29.8386,-95.6373,,Point,1068410000011,.2046,0,Harris,MIN,48201,1068410000011,176904,4.91191864014,448F,1001,Res Improved Table Value,25215,29.8386,-95.6373,4411 BELLE HOLLOW DR,BELLE HOLLOW,4411,HOUSTON,TX,77084-3601,2906.00,19036,0,1,1,348266.802,19,348266.802311,348266.798985,3859573403.56,348266.801695,2017,213782,3211,8910,213782,272160,7500.0000,3.30,SF,ADDICKS RESERVOIR,U,1975,HOUSTON,0,0
